,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,218.0,24034.5,24034.5
2,148.0,16317.0,16317.0
3,175.0,19293.75,19293.75
4,91.0,10032.75,10032.75
5,109.0,12017.25,12017.25
6,62.0,6835.5,6835.5
7,51.0,5622.75,5622.75
8,47.0,5181.75,5181.75
9,27.0,2976.75,2976.75
10,31.0,3417.75,3417.75
11,55.0,6063.75,6063.75
12,91.0,10032.75,10032.75
13,61.0,6725.25,6725.25
14,116.0,12789.0,12789.0
15,185.0,20396.25,20396.25
16,301.0,33185.25,33185.25
17,662.0,72985.5,72985.5
18,639.0,70449.75,70449.75
19,690.0,76072.5,76072.5
20,945.0,104186.25,104186.25
21,834.0,91948.5,91948.5
22,674.0,74308.5,74308.5
23,418.0,46084.5,46084.5
24,341.0,37595.25,37595.25
25,372.0,41013.0,41013.0
26,289.0,31862.25,31862.25
27,217.0,23924.25,23924.25
28,266.0,29326.5,29326.5
29,146.0,16096.5,16096.5
30,139.0,15324.75,15324.75
31,155.0,17088.75,17088.75
32,191.0,21057.75,21057.75
33,262.0,28885.5,28885.5
34,224.0,24696.0,24696.0
35,325.0,35831.25,35831.25
36,228.0,25137.0,25137.0
