,pr,ft,ft-area,pr-area
0,0,378,41674.5,0.0
1,0,4699,518064.75,0.0
2,35,20331,2241492.75,3858.75
3,97,28868,3182697.0,10694.25
4,432,38765,4273841.25,47628.0
5,869,48405,5336651.25,95807.25
6,1590,55590,6128797.5,175297.5
7,2831,66361,7316300.25,312117.75
8,3204,77400,8533350.0,353241.0
9,3905,87520,9649080.0,430526.25
10,4636,95321,10509140.25,511119.0
11,5073,105808,11665332.0,559298.25
12,6233,114159,12586029.75,687188.25
13,7403,123482,13613890.5,816180.75
14,8152,131766,14527201.5,898758.0
15,9168,139529,15383072.25,1010772.0
16,9381,144998,15986029.5,1034255.25
17,9578,149390,16470247.5,1055974.5
18,9592,150433,16585238.25,1057518.0
19,9311,153128,16882362.0,1026537.75
20,9609,153136,16883244.0,1059392.25
21,9782,150207,16560321.75,1078465.5
22,9710,143927,15867951.75,1070527.5
23,8702,137044,15109101.0,959395.5
24,8279,127882,14098990.5,912759.75
25,8694,121597,13406069.25,958513.5
26,8747,118578,13073224.5,964356.75
27,8255,110585,12191996.25,910113.75
28,7983,102528,11303712.0,880125.75
29,7900,94610,10430752.5,870975.0
30,7998,88379,9743784.75,881779.5
31,7159,81833,9022088.25,789279.75
32,7489,74436,8206569.0,825662.25
33,6967,70289,7749362.25,768111.75
34,6194,60967,6721611.75,682888.5
35,5239,54729,6033872.25,577599.75
36,4181,49063,5409195.75,460955.25
37,2950,44699,4928064.75,325237.5
38,1699,38978,4297324.5,187314.75
39,1077,34631,3818067.75,118739.25
40,608,28740,3168585.0,67032.0
41,298,22968,2532222.0,32854.5
42,75,18340,2021985.0,8268.75
43,36,14405,1588151.25,3969.0
44,0,11215,1236453.75,0.0
45,0,9289,1024112.25,0.0
46,0,7422,818275.5,0.0
47,0,6132,676053.0,0.0
48,0,4656,513324.0,0.0
49,0,3376,372204.0,0.0
50,0,2622,289075.5,0.0
51,0,1676,184779.0,0.0
52,0,1615,178053.75,0.0
53,0,1040,114660.0,0.0
54,0,563,62070.75,0.0
55,0,134,14773.5,0.0
56,0,84,9261.0,0.0
57,0,0,0.0,0.0
58,0,0,0.0,0.0
59,0,0,0.0,0.0
60,0,0,0.0,0.0
61,0,0,0.0,0.0
62,0,0,0.0,0.0
63,0,0,0.0,0.0
