,dist,area,dist-area-no-cos
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,53826.0,9083.4011817302,9107.869408773218
3,1634877.0,275903.09246054996,276636.6851597171
4,90644.0,15281.279750835527,15337.824001204614
5,2090877.0,352619.1452432662,353796.2075169531
6,3780359.0,637120.1027894851,639672.5762694704
7,92983.0,15686.253152328036,15733.604972243154
8,20955.0,3534.8735426607172,3545.7846293769326
9,782050.0,131836.69409144938,132330.27293744835
10,591051.0,99616.2103853984,100011.43168589193
11,20536.0,3459.184931647905,3474.8858577372794
